OID_;CID;lat;lon
0;33;-0.22187;-78.50948
0;33;-0.22152;-78.5092
0;33;-0.22117;-78.50891
0;33;-0.22083;-78.50862
0;33;-0.22049;-78.50833
0;33;-0.2206;-78.508
0;33;-0.22057;-78.50769
0;33;-0.22022;-78.5074
0;33;-0.21988;-78.50711
0;33;-0.21953;-78.50682
0;33;-0.21918;-78.50654
0;33;-0.21884;-78.50625
0;33;-0.21848;-78.50598
0;33;-0.21807;-78.50578
0;33;-0.21767;-78.50559
0;33;-0.21729;-78.50534
0;33;-0.21695;-78.50504
0;33;-0.21661;-78.50475
0;33;-0.21627;-78.50446
0;33;-0.21593;-78.50416
0;33;-0.2156;-78.50386
0;33;-0.21537;-78.50346
0;33;-0.21515;-78.50307
0;33;-0.21493;-78.50268
0;33;-0.2147;-78.50229
0;33;-0.21448;-78.5019
0;33;-0.21426;-78.50151
0;33;-0.21403;-78.50111
0;33;-0.21374;-78.50078
0;33;-0.21342;-78.50046
0;33;-0.2131;-78.50014
0;33;-0.21278;-78.49982
0;33;-0.21246;-78.4995
0;33;-0.21214;-78.49918
0;33;-0.21183;-78.49886
0;33;-0.21151;-78.49854
0;33;-0.21112;-78.49834
0;33;-0.21068;-78.49821
0;33;-0.21025;-78.49809
0;33;-0.20982;-78.49796
0;33;-0.20939;-78.49781
0;33;-0.20896;-78.49766
0;33;-0.20858;-78.49742
0;33;-0.20819;-78.49719
0;33;-0.2078;-78.49695
0;33;-0.20741;-78.49673
0;33;-0.20702;-78.49651
0;33;-0.20662;-78.49629
0;33;-0.20623;-78.49607
0;33;-0.20584;-78.49585
0;33;-0.20544;-78.49563
0;33;-0.20505;-78.49541
0;33;-0.20465;-78.49519
0;33;-0.20426;-78.49497
0;33;-0.20388;-78.49473
0;33;-0.20351;-78.49448
0;33;-0.20313;-78.49422
0;33;-0.20276;-78.49397
0;33;-0.20245;-78.49366
0;33;-0.20222;-78.49327
0;33;-0.20199;-78.49288
0;33;-0.20176;-78.49249
0;33;-0.20153;-78.49211
0;33;-0.2013;-78.49172
0;33;-0.20106;-78.49134
0;33;-0.20088;-78.4915
0;33;-0.20073;-78.49193
0;33;-0.20057;-78.49235
0;33;-0.20042;-78.49277
0;33;-0.20026;-78.49319
0;34;-0.2002;-78.49325
0;34;-0.20049;-78.49251
0;34;-0.20067;-78.49204
0;34;-0.20087;-78.4915
0;34;-0.20108;-78.49146
0;34;-0.20134;-78.49187
0;34;-0.20174;-78.49247
0;34;-0.20245;-78.49373
0;34;-0.20323;-78.49433
0;34;-0.20393;-78.49477
0;34;-0.20449;-78.49511
0;34;-0.20492;-78.49536
0;34;-0.20589;-78.49592
0;34;-0.20646;-78.49625
0;34;-0.20735;-78.49677
0;34;-0.20794;-78.49711
0;34;-0.20888;-78.49769
0;34;-0.20958;-78.49814
0;34;-0.20978;-78.49868
0;34;-0.21;-78.49929
0;34;-0.21031;-78.49989
0;34;-0.2106;-78.50046
0;34;-0.21064;-78.50095
0;34;-0.21105;-78.50121
0;34;-0.21157;-78.50148
0;34;-0.21213;-78.50183
0;34;-0.21296;-78.50241
0;34;-0.21376;-78.50285
0;34;-0.21443;-78.50322
0;34;-0.21488;-78.50356
0;34;-0.21613;-78.50453
0;34;-0.21653;-78.50487
0;34;-0.21698;-78.50526
0;34;-0.21747;-78.50589
0;34;-0.21774;-78.50653
0;34;-0.21793;-78.50706
0;34;-0.21851;-78.5083
0;34;-0.21908;-78.50911
0;34;-0.21968;-78.50997
0;34;-0.22004;-78.51039
0;34;-0.22051;-78.5108
0;34;-0.22028;-78.51119
0;34;-0.21967;-78.51203
0;34;-0.21971;-78.51239
0;34;-0.22027;-78.51286
0;34;-0.22069;-78.51325
0;34;-0.2216;-78.51403
0;34;-0.22231;-78.51462
0;34;-0.22271;-78.51497
0;34;-0.22317;-78.5154
0;34;-0.2236;-78.51579
0;34;-0.22437;-78.51646
0;34;-0.22485;-78.51651
0;34;-0.22538;-78.51602
0;34;-0.22621;-78.51553
0;34;-0.22678;-78.51524
0;34;-0.22737;-78.51496
0;34;-0.22786;-78.51473
0;34;-0.2292;-78.51461
0;34;-0.2298;-78.51502
0;34;-0.23022;-78.51527
0;34;-0.23071;-78.51552
0;34;-0.23121;-78.51581
0;34;-0.23193;-78.51627
0;34;-0.23233;-78.51653
0;34;-0.23274;-78.51681
0;34;-0.2335;-78.51732
0;34;-0.23396;-78.51783
0;34;-0.23437;-78.51878
0;34;-0.23469;-78.51927
0;34;-0.23524;-78.51977
0;34;-0.23576;-78.52024
0;34;-0.23605;-78.5208
0;34;-0.23629;-78.5212
0;34;-0.23673;-78.52179
0;34;-0.23733;-78.52222
0;34;-0.23813;-78.52281
0;34;-0.23853;-78.52309
0;34;-0.23893;-78.52336
0;34;-0.23938;-78.52367
0;34;-0.23985;-78.52403
0;34;-0.24022;-78.52432
0;34;-0.24066;-78.52469
0;34;-0.24075;-78.52513
0;34;-0.24141;-78.52545
0;34;-0.24227;-78.52615
0;34;-0.24269;-78.5265
0;34;-0.24304;-78.52679
0;34;-0.24361;-78.52726
0;34;-0.24406;-78.52763
0;34;-0.24581;-78.52935
0;34;-0.2467;-78.5295
0;34;-0.24724;-78.52952
0;34;-0.24804;-78.52953
0;34;-0.2485;-78.52955
0;34;-0.24898;-78.52956
0;34;-0.24929;-78.52993
0;34;-0.24944;-78.53044
0;34;-0.24903;-78.53095
0;34;-0.24911;-78.53172
0;35;-0.24887;-78.53216
0;35;-0.24912;-78.53178
0;35;-0.24953;-78.53173
0;35;-0.2498;-78.53144
0;35;-0.24974;-78.53099
0;35;-0.24946;-78.53077
0;35;-0.24904;-78.53093
0;35;-0.24858;-78.53091
0;35;-0.24813;-78.5309
0;35;-0.24768;-78.53089
0;35;-0.24723;-78.53088
0;35;-0.24677;-78.53088
0;35;-0.24632;-78.53087
0;35;-0.24611;-78.53066
0;35;-0.24617;-78.53021
0;35;-0.24623;-78.52975
0;35;-0.2461;-78.52948
0;35;-0.24578;-78.52928
0;35;-0.24556;-78.52889
0;35;-0.24521;-78.5286
0;35;-0.24485;-78.52832
0;35;-0.2445;-78.52804
0;35;-0.24415;-78.52775
0;35;-0.24381;-78.52746
0;35;-0.24345;-78.52716
0;35;-0.24311;-78.52687
0;35;-0.24277;-78.52658
0;35;-0.24241;-78.52629
0;35;-0.24207;-78.526
0;35;-0.24172;-78.52572
0;35;-0.24137;-78.52543
0;35;-0.24102;-78.52514
0;35;-0.24081;-78.52474
0;35;-0.24041;-78.52456
0;35;-0.24005;-78.52428
0;35;-0.23969;-78.524
0;35;-0.23933;-78.52372
0;35;-0.23896;-78.52344
0;35;-0.2386;-78.52317
0;36;-0.24901;-78.53189
0;36;-0.24935;-78.53135
0;36;-0.24958;-78.53055
0;36;-0.24893;-78.52956
0;36;-0.24804;-78.52953
0;36;-0.24759;-78.52952
0;36;-0.24591;-78.52938
0;36;-0.24467;-78.52813
0;36;-0.24373;-78.52732
0;36;-0.24283;-78.52661
0;36;-0.24108;-78.52501
0;36;-0.24048;-78.52445
0;36;-0.23948;-78.52373
0;36;-0.23831;-78.52288
0;36;-0.23716;-78.52202
0;36;-0.23674;-78.52171
0;36;-0.23623;-78.52125
0;36;-0.23584;-78.52053
0;36;-0.23504;-78.5195
0;36;-0.23431;-78.51842
0;36;-0.23385;-78.51768
0;36;-0.23324;-78.51719
0;36;-0.23287;-78.51691
0;36;-0.2318;-78.51622
0;36;-0.2305;-78.51539
0;36;-0.22991;-78.515
0;36;-0.229;-78.51455
0;36;-0.22844;-78.51457
0;36;-0.22753;-78.5149
0;36;-0.22701;-78.51514
0;36;-0.22657;-78.51535
0;36;-0.22566;-78.51584
0;36;-0.22504;-78.51591
0;36;-0.22448;-78.51533
0;36;-0.22341;-78.51423
0;36;-0.22245;-78.5136
0;36;-0.22194;-78.51302
0;36;-0.22159;-78.51273
0;36;-0.22064;-78.51196
0;36;-0.2198;-78.51128
0;36;-0.21949;-78.51072
0;36;-0.22083;-78.50874
0;36;-0.21922;-78.50736
0;36;-0.21866;-78.50652
0;36;-0.21861;-78.50619
0;36;-0.21782;-78.50574
0;36;-0.21714;-78.50517
0;36;-0.21594;-78.50373
0;36;-0.21558;-78.5032
0;36;-0.21505;-78.50249
0;36;-0.21308;-78.50014
0;36;-0.21256;-78.4996
0;36;-0.21166;-78.49865
0;36;-0.21031;-78.49732
0;36;-0.20959;-78.49648
0;36;-0.20913;-78.49594
0;36;-0.20873;-78.4955
0;36;-0.20811;-78.49482
0;36;-0.20755;-78.49422
0;36;-0.20693;-78.49357
0;36;-0.20611;-78.49274
0;36;-0.20566;-78.49213
0;36;-0.20542;-78.49173
0;36;-0.20503;-78.4911
0;36;-0.20429;-78.4897
0;36;-0.20403;-78.48923
0;36;-0.20378;-78.48875
0;36;-0.20316;-78.48762
0;36;-0.20279;-78.48705
0;36;-0.20194;-78.4862
0;36;-0.20105;-78.48558
0;36;-0.20056;-78.48534
0;36;-0.19949;-78.48478
0;36;-0.1984;-78.48421
0;36;-0.19772;-78.48387
0;36;-0.19726;-78.48363
0;36;-0.19599;-78.48298
0;36;-0.19554;-78.48274
0;36;-0.19493;-78.48242
0;36;-0.1942;-78.48203
0;36;-0.19245;-78.48127
0;36;-0.19137;-78.48084
0;36;-0.19023;-78.48083
0;36;-0.1896;-78.48064
0;36;-0.18871;-78.48024
0;36;-0.18822;-78.48003
0;36;-0.1875;-78.4797
0;36;-0.18657;-78.47893
0;36;-0.18616;-78.47836
0;36;-0.18571;-78.47772
0;36;-0.18517;-78.47733
0;36;-0.18476;-78.47702
0;36;-0.1841;-78.47652
0;36;-0.18351;-78.47606
0;36;-0.18307;-78.47587
0;36;-0.18243;-78.47562
0;36;-0.18257;-78.47509
0;36;-0.18325;-78.4753
0;36;-0.18386;-78.4754
0;36;-0.18546;-78.47342
0;37;-0.20455;-78.4857
0;37;-0.20423;-78.48603
0;37;-0.2039;-78.48638
0;37;-0.20356;-78.48673
0;37;-0.20324;-78.48706
0;37;-0.20291;-78.48739
0;37;-0.20253;-78.48771
0;37;-0.20234;-78.48812
0;37;-0.20215;-78.48854
0;37;-0.20196;-78.48895
0;37;-0.20177;-78.48937
0;37;-0.2016;-78.48979
0;37;-0.20142;-78.49022
0;37;-0.20125;-78.49064
0;37;-0.20107;-78.49109
0;37;-0.20064;-78.49106
0;37;-0.20019;-78.49093
0;37;-0.19977;-78.49077
0;37;-0.19935;-78.49059
0;37;-0.19893;-78.4904
0;37;-0.19851;-78.49023
0;37;-0.1981;-78.49005
0;37;-0.19767;-78.48986
0;37;-0.19726;-78.48964
0;37;-0.19736;-78.48923
0;37;-0.1975;-78.4888
0;37;-0.19765;-78.48837
0;37;-0.19779;-78.48793
0;37;-0.19793;-78.4875
0;37;-0.19808;-78.48707
0;37;-0.19822;-78.48664
0;38;-0.19823;-78.4867
0;38;-0.19869;-78.4869
0;38;-0.19911;-78.48708
0;38;-0.19953;-78.48727
0;38;-0.19995;-78.48747
0;38;-0.20039;-78.48768
0;38;-0.20081;-78.48787
0;38;-0.20123;-78.48807
0;38;-0.20165;-78.48826
0;38;-0.20209;-78.48846
0;38;-0.20232;-78.48817
0;38;-0.2025;-78.48772
0;38;-0.20284;-78.48741
0;38;-0.20318;-78.48712
0;38;-0.20351;-78.4868
0;38;-0.20383;-78.48648
0;38;-0.20417;-78.48613
0;38;-0.20449;-78.4858
0;39;-0.21969;-78.48557
0;39;-0.21925;-78.48549
0;39;-0.21878;-78.4854
0;39;-0.21832;-78.48532
0;39;-0.21788;-78.48524
0;39;-0.21744;-78.48518
0;39;-0.217;-78.48515
0;39;-0.21657;-78.48497
0;39;-0.21615;-78.48517
0;39;-0.21575;-78.48539
0;39;-0.21593;-78.48573
0;39;-0.21617;-78.48611
0;39;-0.2165;-78.48642
0;39;-0.21683;-78.48674
0;39;-0.21673;-78.48693
0;39;-0.2164;-78.48662
0;39;-0.21601;-78.48642
0;39;-0.21559;-78.48624
0;39;-0.2152;-78.48602
0;39;-0.21488;-78.48571
0;39;-0.21461;-78.48535
0;39;-0.21433;-78.485
0;39;-0.21393;-78.48476
0;39;-0.21349;-78.48465
0;39;-0.21314;-78.48484
0;39;-0.21282;-78.48517
0;39;-0.21252;-78.48514
0;39;-0.21252;-78.48469
0;39;-0.2122;-78.48465
0;39;-0.21184;-78.48492
0;39;-0.21147;-78.48519
0;39;-0.2111;-78.48545
0;39;-0.21078;-78.48579
0;39;-0.21048;-78.48613
0;39;-0.21018;-78.48646
0;39;-0.20987;-78.4868
0;39;-0.20952;-78.48651
0;39;-0.20917;-78.48622
0;39;-0.20882;-78.48593
0;39;-0.20848;-78.48574
0;39;-0.20818;-78.48608
0;39;-0.20788;-78.48643
0;39;-0.2076;-78.48679
0;39;-0.20732;-78.48715
0;39;-0.20704;-78.48751
0;39;-0.20679;-78.48788
0;39;-0.20653;-78.48824
0;39;-0.20618;-78.48853
0;39;-0.20584;-78.48883
0;39;-0.2055;-78.48913
0;39;-0.20513;-78.48941
0;39;-0.20475;-78.48968
0;39;-0.20439;-78.48994
0;39;-0.20403;-78.49022
0;39;-0.20367;-78.49049
0;39;-0.20342;-78.49018
0;39;-0.20319;-78.48978
0;39;-0.20297;-78.48938
0;39;-0.20275;-78.48898
0;39;-0.20253;-78.48858
0;40;-0.21877;-78.48543
0;40;-0.2165;-78.48495
0;40;-0.21605;-78.48517
0;40;-0.21575;-78.48554
0;40;-0.21633;-78.48615
0;40;-0.21655;-78.48681
0;40;-0.2161;-78.48656
0;40;-0.21529;-78.48601
0;40;-0.21473;-78.48532
0;40;-0.21442;-78.48497
0;40;-0.21395;-78.48472
0;40;-0.21258;-78.48511
0;40;-0.21214;-78.48477
0;40;-0.21149;-78.4853
0;40;-0.21078;-78.48587
0;40;-0.21039;-78.48619
0;40;-0.20971;-78.48656
0;40;-0.20916;-78.48619
0;40;-0.20836;-78.48604
0;40;-0.20771;-78.48687
0;40;-0.20734;-78.48734
0;40;-0.20673;-78.48807
0;40;-0.20623;-78.48847
0;40;-0.20527;-78.48924
0;40;-0.20443;-78.48991
0;40;-0.20312;-78.49087
0;40;-0.20264;-78.49119
0;40;-0.20222;-78.49147
0;40;-0.20205;-78.49282
0;40;-0.20227;-78.49348
0;40;-0.20247;-78.49405
0;40;-0.20361;-78.49469
0;40;-0.20433;-78.4951
0;40;-0.2049;-78.49544
0;40;-0.20563;-78.49588
0;40;-0.20692;-78.49665
0;40;-0.20766;-78.49709
0;40;-0.2083;-78.49737
0;40;-0.20925;-78.49806
0;40;-0.21026;-78.49887
0;40;-0.21049;-78.49993
0;40;-0.21071;-78.50096
0;40;-0.21151;-78.50139
0;40;-0.21206;-78.50167
0;40;-0.21244;-78.50192
0;40;-0.21289;-78.50223
0;40;-0.21356;-78.50266
0;40;-0.21459;-78.50329
0;40;-0.21523;-78.50371
0;40;-0.21565;-78.50399
0;40;-0.21653;-78.50467
0;40;-0.2176;-78.50585
0;40;-0.21782;-78.50658
0;40;-0.21829;-78.508
0;40;-0.21852;-78.50843
0;40;-0.21926;-78.50959
0;40;-0.21982;-78.51023
0;40;-0.22021;-78.51053
0;40;-0.22028;-78.51101
0;40;-0.22003;-78.51147
0;40;-0.22011;-78.51196
0;40;-0.22023;-78.51258
0;40;-0.22062;-78.51314
0;40;-0.22139;-78.51378
0;40;-0.22178;-78.51419
0;40;-0.22253;-78.51488
0;40;-0.22331;-78.51555
0;40;-0.22401;-78.51615
0;40;-0.22448;-78.51654
0;40;-0.22491;-78.51637
0;40;-0.22615;-78.5156
0;40;-0.22698;-78.51513
0;40;-0.22787;-78.51472
0;40;-0.22854;-78.51447
0;40;-0.22913;-78.51459
0;40;-0.22954;-78.51483
0;40;-0.23005;-78.51516
0;40;-0.23088;-78.51558
0;40;-0.23147;-78.51588
0;40;-0.23244;-78.51657
0;40;-0.23306;-78.51706
0;40;-0.23403;-78.51779
0;40;-0.23543;-78.51979
0;40;-0.23581;-78.5203
0;40;-0.23617;-78.52089
0;40;-0.23666;-78.5217
0;40;-0.23739;-78.52227
0;40;-0.238;-78.52265
0;40;-0.2389;-78.52333
0;40;-0.23975;-78.52293
0;40;-0.24057;-78.52225
0;40;-0.24139;-78.52158
0;40;-0.24351;-78.51984
0;40;-0.24425;-78.51928
0;40;-0.24471;-78.51929
0;40;-0.24429;-78.51877
0;40;-0.24333;-78.51842
0;40;-0.24257;-78.51813
0;40;-0.24214;-78.51795
0;40;-0.24137;-78.51763
0;41;-0.2025;-78.48864
0;41;-0.20276;-78.489
0;41;-0.20304;-78.48934
0;41;-0.20344;-78.48915
0;41;-0.20383;-78.48893
0;41;-0.20419;-78.48866
0;41;-0.20455;-78.48837
0;41;-0.20491;-78.48809
0;41;-0.20527;-78.48782
0;41;-0.20564;-78.48755
0;41;-0.20602;-78.48733
0;41;-0.2063;-78.48764
0;41;-0.20656;-78.48799
0;41;-0.20689;-78.48768
0;41;-0.20722;-78.48736
0;41;-0.20753;-78.48703
0;41;-0.20782;-78.48669
0;41;-0.20808;-78.48632
0;41;-0.20833;-78.48595
0;41;-0.20862;-78.48581
0;41;-0.20898;-78.48609
0;41;-0.20934;-78.48636
0;41;-0.2097;-78.48663
0;41;-0.21007;-78.4865
0;41;-0.21039;-78.48618
0;41;-0.21069;-78.48585
0;41;-0.21101;-78.48553
0;41;-0.21138;-78.48528
0;41;-0.21175;-78.48502
0;41;-0.21212;-78.48476
0;41;-0.21246;-78.48457
0;41;-0.21262;-78.48499
0;41;-0.21285;-78.4851
0;41;-0.21317;-78.48478
0;41;-0.21352;-78.48454
0;41;-0.21393;-78.48469
0;41;-0.21426;-78.485
0;41;-0.21458;-78.48531
0;41;-0.21488;-78.48566
0;41;-0.2152;-78.48597
0;41;-0.21555;-78.48625
0;41;-0.21595;-78.48648
0;41;-0.21633;-78.48672
0;41;-0.2167;-78.48701
0;41;-0.21682;-78.48678
0;41;-0.21653;-78.48644
0;41;-0.21623;-78.4861
0;41;-0.21594;-78.48576
0;41;-0.21583;-78.48536
0;41;-0.21609;-78.48502
0;41;-0.21651;-78.48487
0;41;-0.2169;-78.48506
0;41;-0.21726;-78.48523
0;41;-0.21765;-78.48518
0;41;-0.21809;-78.48523
0;41;-0.21854;-78.48528
0;41;-0.21899;-78.48533
0;41;-0.21944;-78.48538
0;41;-0.2198;-78.48557
0;42;-0.21976;-78.48555
0;42;-0.21931;-78.48548
0;42;-0.21887;-78.48541
0;42;-0.21842;-78.48533
0;42;-0.21798;-78.48526
0;42;-0.21753;-78.48518
0;42;-0.21714;-78.4852
0;42;-0.21673;-78.48502
0;42;-0.21633;-78.48501
0;42;-0.21593;-78.48522
0;42;-0.21586;-78.48553
0;42;-0.21606;-78.48594
0;42;-0.21638;-78.48626
0;42;-0.2166;-78.48665
0;42;-0.21685;-78.48692
0;42;-0.21645;-78.48687
0;42;-0.21609;-78.48659
0;42;-0.21574;-78.48632
0;42;-0.21536;-78.48607
0;42;-0.21503;-78.48578
0;42;-0.21474;-78.48543
0;42;-0.21442;-78.48511
0;42;-0.21409;-78.48481
0;42;-0.21367;-78.48466
0;42;-0.21326;-78.48468
0;42;-0.2129;-78.48495
0;42;-0.21253;-78.48519
0;42;-0.2124;-78.48476
0;42;-0.21214;-78.48479
0;42;-0.21181;-78.48509
0;42;-0.21147;-78.48539
0;42;-0.21113;-78.48569
0;42;-0.2108;-78.48599
0;42;-0.21046;-78.48629
0;42;-0.21013;-78.48659
0;42;-0.20981;-78.4868
0;42;-0.20948;-78.4865
0;42;-0.20914;-78.4862
0;42;-0.20881;-78.4859
0;42;-0.20848;-78.48559
0;42;-0.20821;-78.48595
0;42;-0.20794;-78.48631
0;42;-0.20767;-78.48667
0;42;-0.2074;-78.48703
0;42;-0.20713;-78.48739
0;42;-0.20686;-78.48775
0;42;-0.20664;-78.48811
0;42;-0.20692;-78.48847
0;42;-0.20719;-78.48883
0;42;-0.20746;-78.48919
0;42;-0.20773;-78.48955
0;42;-0.20798;-78.48993
0;43;-0.17673;-78.49388
0;43;-0.17767;-78.49406
0;43;-0.17817;-78.49416
0;43;-0.18082;-78.49468
0;43;-0.18422;-78.49526
0;43;-0.18575;-78.4955
0;43;-0.18913;-78.49657
0;43;-0.19301;-78.49811
0;43;-0.19419;-78.49864
0;43;-0.19519;-78.49909
0;43;-0.19566;-78.49927
0;43;-0.19628;-78.4995
0;43;-0.19724;-78.49987
0;43;-0.19836;-78.50029
0;43;-0.19906;-78.50053
0;43;-0.20171;-78.5014
0;43;-0.20251;-78.50135
0;43;-0.20318;-78.50103
0;43;-0.20454;-78.50037
0;43;-0.20601;-78.49953
0;43;-0.20744;-78.49969
0;43;-0.20953;-78.50055
0;43;-0.21016;-78.50082
0;43;-0.21118;-78.50125
0;43;-0.21538;-78.50384
0;43;-0.21762;-78.50617
0;43;-0.2186;-78.50854
0;43;-0.22039;-78.51071
0;43;-0.22013;-78.51132
0;43;-0.22;-78.51265
0;43;-0.22075;-78.51328
0;43;-0.22337;-78.51554
0;43;-0.22398;-78.51609
0;43;-0.22433;-78.5164
0;43;-0.2255;-78.51587
0;43;-0.22719;-78.51497
0;43;-0.23052;-78.51543
0;43;-0.23128;-78.51582
0;43;-0.2319;-78.51627
0;43;-0.23248;-78.51669
0;43;-0.23407;-78.51799
0;43;-0.23752;-78.52237
0;43;-0.23821;-78.52291
0;43;-0.23899;-78.52349
0;43;-0.24273;-78.52661
0;43;-0.24371;-78.52738
0;43;-0.2447;-78.52817
0;43;-0.24601;-78.52941
0;43;-0.24646;-78.52946
0;43;-0.24725;-78.52949
0;43;-0.24809;-78.52952
0;43;-0.24889;-78.52954
0;43;-0.24895;-78.53121
0;43;-0.24973;-78.53155
0;43;-0.2538;-78.53107
0;43;-0.2543;-78.53125
0;43;-0.25591;-78.53239
0;43;-0.25646;-78.53277
0;43;-0.25729;-78.53334
0;43;-0.25877;-78.53437
0;43;-0.25916;-78.53464
0;43;-0.26084;-78.53606
0;43;-0.26154;-78.53684
0;43;-0.26081;-78.53882
0;43;-0.25763;-78.5439
0;43;-0.25949;-78.5454
0;43;-0.2618;-78.54754
0;43;-0.26216;-78.54792
0;43;-0.26259;-78.54834
0;43;-0.26503;-78.55042
0;43;-0.26702;-78.55128
0;43;-0.26933;-78.5517
0;43;-0.26986;-78.55179
0;43;-0.27059;-78.55189
0;43;-0.27194;-78.55208
0;43;-0.27273;-78.55219
0;43;-0.27407;-78.5524
0;43;-0.27534;-78.55256
0;43;-0.27711;-78.55251
0;43;-0.27794;-78.55262
0;43;-0.27872;-78.55274
0;43;-0.28081;-78.55345
0;43;-0.28324;-78.5546
0;43;-0.28385;-78.55493
0;43;-0.28494;-78.55552
0;43;-0.28598;-78.55608
0;43;-0.28656;-78.55635
0;43;-0.28861;-78.55718
0;43;-0.29152;-78.55835
0;43;-0.29127;-78.56174
0;43;-0.29304;-78.56237
0;43;-0.2947;-78.56312
0;43;-0.2954;-78.56348
0;43;-0.29704;-78.56444
0;43;-0.29817;-78.56509
0;43;-0.30117;-78.56684
0;43;-0.30165;-78.56701
0;43;-0.30233;-78.56712
0;43;-0.30312;-78.56711
0;43;-0.3046;-78.56741
0;44;-0.30339;-78.56703
0;44;-0.30166;-78.567
0;44;-0.29851;-78.5653
0;44;-0.29575;-78.56374
0;44;-0.29526;-78.56346
0;44;-0.29229;-78.56206
0;44;-0.2912;-78.56164
0;44;-0.29051;-78.56119
0;44;-0.29075;-78.56066
0;44;-0.2912;-78.55967
0;44;-0.29168;-78.55861
0;44;-0.28993;-78.55751
0;44;-0.28771;-78.55648
0;44;-0.28564;-78.55558
0;44;-0.2847;-78.55515
0;44;-0.28392;-78.55477
0;44;-0.28339;-78.5545
0;44;-0.28229;-78.5543
0;44;-0.28135;-78.55383
0;44;-0.28069;-78.55351
0;44;-0.27859;-78.55258
0;44;-0.27807;-78.55257
0;44;-0.27622;-78.55248
0;44;-0.2757;-78.5525
0;44;-0.27101;-78.55189
0;44;-0.26735;-78.55131
0;44;-0.26621;-78.55108
0;44;-0.26503;-78.55044
0;44;-0.26343;-78.54924
0;44;-0.26286;-78.54865
0;44;-0.26162;-78.54736
0;44;-0.26076;-78.54658
0;44;-0.26027;-78.54613
0;44;-0.2598;-78.54571
0;44;-0.25922;-78.54521
0;44;-0.2587;-78.54478
0;44;-0.25747;-78.54373
0;44;-0.2574;-78.54212
0;44;-0.2598;-78.53962
0;44;-0.26078;-78.53871
0;44;-0.26258;-78.53774
0;44;-0.26171;-78.53674
0;44;-0.26109;-78.53583
0;44;-0.25698;-78.53269
0;44;-0.25632;-78.53218
0;44;-0.25467;-78.53141
0;44;-0.25447;-78.53088
0;44;-0.25379;-78.53074
0;44;-0.25205;-78.53094
0;44;-0.2503;-78.53084
0;44;-0.24953;-78.53056
0;44;-0.24309;-78.52683
0;44;-0.24267;-78.52649
0;44;-0.23944;-78.52377
0;44;-0.23707;-78.52195
0;44;-0.23631;-78.52125
0;44;-0.23607;-78.52075
0;44;-0.2358;-78.52028
0;44;-0.23502;-78.51948
0;44;-0.23452;-78.51906
0;44;-0.23346;-78.51726
0;44;-0.23187;-78.51627
0;44;-0.23052;-78.51545
0;44;-0.22623;-78.51553
0;44;-0.22537;-78.51595
0;44;-0.22386;-78.51481
0;44;-0.22206;-78.51307
0;44;-0.22069;-78.51195
0;44;-0.21942;-78.51085
0;44;-0.22059;-78.50917
0;44;-0.22093;-78.50867
0;44;-0.22031;-78.50764
0;44;-0.21991;-78.50731
0;44;-0.21621;-78.50377
0;44;-0.21362;-78.50218
0;44;-0.21319;-78.50191
0;44;-0.21282;-78.50153
0;44;-0.21194;-78.50072
0;44;-0.21123;-78.49996
0;44;-0.20931;-78.50009
0;44;-0.20834;-78.49989
0;44;-0.20557;-78.49973
0;44;-0.20481;-78.50012
0;44;-0.20387;-78.50059
0;44;-0.20324;-78.50091
0;44;-0.1966;-78.49954
0;44;-0.19294;-78.49807
0;44;-0.19085;-78.49723
0;44;-0.18968;-78.49677
0;44;-0.18823;-78.4962
0;44;-0.18743;-78.49584
0;44;-0.1863;-78.49523
0;44;-0.18451;-78.49504
0;44;-0.18335;-78.4949
0;44;-0.18199;-78.49475
0;44;-0.18047;-78.49447
0;44;-0.17936;-78.49423
0;44;-0.17889;-78.49413
0;44;-0.17827;-78.494
0;44;-0.17654;-78.49409
0;45;-0.17651;-78.49438
0;45;-0.17641;-78.49393
0;45;-0.17624;-78.49356
0;45;-0.17581;-78.49343
0;45;-0.17538;-78.4933
0;45;-0.17493;-78.49323
0;45;-0.17462;-78.4929
0;45;-0.17469;-78.49245
0;45;-0.17477;-78.49201
0;45;-0.17484;-78.49157
0;45;-0.17492;-78.49112
0;45;-0.175;-78.49068
0;45;-0.17507;-78.49023
0;45;-0.17515;-78.48979
0;45;-0.17522;-78.48934
0;45;-0.1753;-78.4889
0;45;-0.17538;-78.48845
0;45;-0.17557;-78.48807
0;45;-0.1755;-78.48765
0;45;-0.17558;-78.48721
0;45;-0.17568;-78.48677
0;45;-0.17579;-78.48633
0;45;-0.17589;-78.48588
0;45;-0.17599;-78.48544
0;45;-0.17609;-78.485
0;45;-0.1762;-78.48456
0;45;-0.17629;-78.48412
0;45;-0.17637;-78.48367
0;45;-0.17646;-78.48322
0;45;-0.17654;-78.48278
0;45;-0.17663;-78.48234
0;45;-0.17671;-78.48189
0;45;-0.17679;-78.48145
0;45;-0.17688;-78.481
0;45;-0.1766;-78.48084
0;45;-0.17615;-78.48078
0;45;-0.1757;-78.48073
0;45;-0.17525;-78.48068
0;45;-0.17481;-78.4806
0;45;-0.17436;-78.48051
0;45;-0.17391;-78.48043
0;45;-0.17347;-78.48035
0;45;-0.17303;-78.48027
0;45;-0.17258;-78.48018
0;45;-0.17214;-78.4801
0;45;-0.17169;-78.48002
