OID_;CID;lat;lon
0;5;-0.18379;-78.4764
0;5;-0.18427;-78.47673
0;5;-0.18471;-78.47707
0;5;-0.18529;-78.47752
0;5;-0.18579;-78.47793
0;5;-0.18642;-78.47879
0;5;-0.18672;-78.47929
0;5;-0.18728;-78.48012
0;5;-0.18756;-78.48057
0;5;-0.1879;-78.48114
0;5;-0.18829;-78.48181
0;5;-0.1886;-78.48235
0;5;-0.18883;-78.48274
0;5;-0.18915;-78.48324
0;5;-0.18945;-78.48372
0;5;-0.18976;-78.4842
0;5;-0.19004;-78.48463
0;5;-0.19034;-78.48509
0;5;-0.19058;-78.48547
0;5;-0.19108;-78.48633
0;5;-0.19129;-78.48674
0;5;-0.19152;-78.48717
0;5;-0.19174;-78.48758
0;5;-0.19197;-78.488
0;5;-0.19205;-78.48837
0;5;-0.19147;-78.48827
0;5;-0.19073;-78.48814
0;5;-0.19013;-78.48804
0;5;-0.18929;-78.48789
0;5;-0.18882;-78.4878
0;5;-0.18836;-78.48772
0;5;-0.18775;-78.48761
0;5;-0.18728;-78.48753
0;5;-0.18657;-78.4874
0;5;-0.18591;-78.48728
0;5;-0.18532;-78.48718
0;5;-0.18475;-78.48707
0;5;-0.18427;-78.48699
0;5;-0.18378;-78.4869
0;5;-0.18329;-78.48681
0;5;-0.1828;-78.48673
0;5;-0.18235;-78.48665
0;5;-0.18149;-78.48649
0;5;-0.18094;-78.48639
0;5;-0.18039;-78.48629
0;5;-0.17971;-78.48617
0;5;-0.17919;-78.48608
0;5;-0.17816;-78.48589
0;5;-0.17763;-78.4858
0;5;-0.17718;-78.48572
0;5;-0.17653;-78.4856
0;5;-0.17602;-78.48551
0;5;-0.17519;-78.48537
0;5;-0.17454;-78.48527
0;5;-0.17408;-78.48519
0;5;-0.17363;-78.48511
0;5;-0.17301;-78.48501
0;5;-0.17249;-78.48492
0;5;-0.17205;-78.48485
0;5;-0.17159;-78.48477
0;5;-0.17098;-78.48467
0;5;-0.17025;-78.48455
0;5;-0.16958;-78.48444
0;5;-0.16907;-78.48435
0;5;-0.16858;-78.48427
0;5;-0.16789;-78.48416
0;5;-0.16733;-78.48406
0;5;-0.16686;-78.48398
0;5;-0.16635;-78.4839
0;5;-0.16589;-78.48382
0;5;-0.16534;-78.48373
0;5;-0.16475;-78.48363
0;5;-0.16391;-78.48349
0;5;-0.16343;-78.48341
0;5;-0.16298;-78.48333
0;5;-0.16249;-78.48324
0;5;-0.16195;-78.48313
0;5;-0.16132;-78.48301
0;5;-0.16076;-78.4829
0;5;-0.1602;-78.48304
0;5;-0.15965;-78.48333
0;5;-0.15902;-78.48367
0;5;-0.15861;-78.48389
0;5;-0.15819;-78.48412
0;5;-0.15734;-78.4847
0;5;-0.15695;-78.485
0;5;-0.15657;-78.48529
0;6;-0.1838;-78.47374
0;6;-0.18423;-78.47388
0;6;-0.18466;-78.47403
0;6;-0.18508;-78.47418
0;6;-0.1851;-78.47462
0;6;-0.18488;-78.47497
0;6;-0.18448;-78.47516
0;6;-0.18404;-78.47525
0;6;-0.18359;-78.47529
0;6;-0.18314;-78.47527
0;6;-0.1827;-78.47518
0;6;-0.18227;-78.47513
0;6;-0.18194;-78.47539
0;6;-0.18237;-78.47553
0;6;-0.18279;-78.4757
0;6;-0.18316;-78.47596
0;6;-0.18353;-78.47622
0;6;-0.1839;-78.47648
0;6;-0.18427;-78.47674
0;6;-0.18464;-78.477
0;6;-0.185;-78.47726
0;6;-0.18537;-78.47752
0;6;-0.18569;-78.47784
0;6;-0.18595;-78.4782
0;6;-0.18623;-78.47856
0;6;-0.1865;-78.47892
0;6;-0.18674;-78.4793
0;6;-0.18697;-78.47969
0;6;-0.1872;-78.48008
0;6;-0.18743;-78.48046
0;6;-0.18766;-78.48085
0;6;-0.18789;-78.48124
0;6;-0.18813;-78.48162
0;6;-0.18838;-78.48199
0;6;-0.18863;-78.48237
0;6;-0.18888;-78.48275
0;6;-0.18912;-78.48314
0;6;-0.18936;-78.48352
0;6;-0.18961;-78.4839
0;6;-0.18985;-78.48428
0;6;-0.19009;-78.48466
0;6;-0.19034;-78.48504
0;6;-0.19058;-78.48542
0;6;-0.19083;-78.4858
0;6;-0.19085;-78.4862
0;6;-0.19044;-78.48639
0;6;-0.19003;-78.48657
0;6;-0.18962;-78.48676
0;6;-0.1892;-78.48694
0;6;-0.18879;-78.48713
0;6;-0.18897;-78.48739
0;7;-0.18378;-78.4738
0;7;-0.18424;-78.47385
0;7;-0.18468;-78.47392
0;7;-0.1851;-78.47408
0;7;-0.18539;-78.4744
0;7;-0.18509;-78.47468
0;7;-0.18471;-78.47493
0;7;-0.18428;-78.47511
0;7;-0.18386;-78.47529
0;7;-0.18342;-78.47527
0;7;-0.18297;-78.47518
0;7;-0.18253;-78.4751
0;7;-0.18213;-78.4753
0;7;-0.18191;-78.47557
0;7;-0.18194;-78.47602
0;7;-0.18202;-78.47645
0;7;-0.18224;-78.47688
0;7;-0.18242;-78.4773
0;7;-0.18254;-78.47773
0;7;-0.1826;-78.47815
0;7;-0.18248;-78.47858
0;7;-0.18212;-78.47886
0;7;-0.18201;-78.47923
0;7;-0.18194;-78.47968
0;7;-0.18188;-78.48013
0;7;-0.18181;-78.48058
0;7;-0.18174;-78.48103
0;7;-0.18167;-78.48148
0;7;-0.18161;-78.48193
0;7;-0.1816;-78.48232
0;7;-0.18205;-78.48235
0;7;-0.18252;-78.48238
0;7;-0.18299;-78.48242
0;7;-0.18344;-78.48244
0;7;-0.18389;-78.4825
0;7;-0.18436;-78.48263
0;7;-0.1848;-78.48275
0;7;-0.18524;-78.48287
0;7;-0.18569;-78.483
0;7;-0.18614;-78.48309
0;7;-0.18661;-78.48314
0;7;-0.18706;-78.48317
0;7;-0.18751;-78.48319
0;7;-0.18798;-78.48322
0;7;-0.18845;-78.48325
0;7;-0.18889;-78.4833
0;7;-0.18906;-78.48367
0;7;-0.18917;-78.48411
0;8;-0.18397;-78.47381
0;8;-0.18441;-78.47395
0;8;-0.18505;-78.47416
0;8;-0.1851;-78.47457
0;8;-0.18474;-78.47492
0;8;-0.18418;-78.47511
0;8;-0.18283;-78.47514
0;8;-0.18228;-78.47516
0;8;-0.18268;-78.47595
0;8;-0.18314;-78.47617
0;8;-0.18356;-78.47638
0;8;-0.18419;-78.47669
0;8;-0.18471;-78.47694
0;8;-0.18537;-78.47734
0;8;-0.18574;-78.47772
0;8;-0.18595;-78.47814
0;8;-0.18642;-78.4788
0;8;-0.1875;-78.47977
0;8;-0.18807;-78.48005
0;8;-0.18871;-78.48032
0;8;-0.18923;-78.48055
0;8;-0.1898;-78.48087
0;8;-0.19037;-78.48104
0;8;-0.19125;-78.48097
0;8;-0.19196;-78.48119
0;8;-0.19259;-78.48143
0;8;-0.19304;-78.4816
0;8;-0.19368;-78.48186
0;8;-0.1942;-78.4821
0;8;-0.19462;-78.48229
0;8;-0.19523;-78.48258
0;8;-0.19564;-78.48278
0;8;-0.19653;-78.48324
0;8;-0.19702;-78.48351
0;8;-0.19764;-78.48383
0;8;-0.19831;-78.48417
0;8;-0.19925;-78.48465
0;8;-0.1998;-78.48493
0;8;-0.20045;-78.48526
0;8;-0.20091;-78.48551
0;8;-0.20134;-78.48583
0;8;-0.20179;-78.48616
0;8;-0.20215;-78.48648
0;8;-0.20293;-78.48722
0;8;-0.20333;-78.48791
0;8;-0.20358;-78.4884
0;8;-0.20384;-78.4889
0;8;-0.20408;-78.48936
0;8;-0.20447;-78.49012
0;8;-0.20502;-78.49104
0;8;-0.20528;-78.49143
0;8;-0.20553;-78.49182
0;8;-0.20596;-78.49153
0;8;-0.2064;-78.49124
0;8;-0.20689;-78.49091
0;8;-0.20726;-78.49065
0;8;-0.20765;-78.49039
0;8;-0.20843;-78.49087
0;8;-0.20883;-78.49102
0;8;-0.20909;-78.49153
0;8;-0.20938;-78.49209
0;8;-0.20962;-78.49257
0;8;-0.20986;-78.49304
0;8;-0.21005;-78.49378
0;8;-0.20951;-78.49445
0;8;-0.20908;-78.49499
0;8;-0.20881;-78.4956
0;8;-0.20915;-78.49596
0;8;-0.20951;-78.49638
0;8;-0.20994;-78.49693
0;8;-0.21022;-78.49729
0;8;-0.21054;-78.49769
0;8;-0.21098;-78.49814
0;8;-0.21146;-78.49841
0;8;-0.21183;-78.49881
0;8;-0.21228;-78.49927
0;8;-0.21303;-78.50004
0;8;-0.21341;-78.50048
0;8;-0.21375;-78.50086
0;8;-0.21378;-78.50121
0;8;-0.21337;-78.50154
0;8;-0.21326;-78.5021
0;8;-0.21376;-78.50256
0;8;-0.21432;-78.50303
0;8;-0.21471;-78.50331
0;8;-0.21535;-78.50378
0;8;-0.21595;-78.50434
0;8;-0.21646;-78.50477
0;8;-0.21692;-78.50515
0;8;-0.21734;-78.5055
0;8;-0.21754;-78.50592
0;8;-0.21773;-78.5064
0;8;-0.21785;-78.50684
0;8;-0.21801;-78.50729
0;8;-0.21821;-78.50773
0;8;-0.21846;-78.50828
0;8;-0.21871;-78.50884
0;8;-0.21904;-78.50947
0;8;-0.21972;-78.51019
0;8;-0.22039;-78.51072
0;9;-0.18586;-78.49751
0;9;-0.18603;-78.49709
0;9;-0.1862;-78.49668
0;9;-0.18637;-78.49626
0;9;-0.18654;-78.49584
0;9;-0.18671;-78.49543
0;9;-0.18688;-78.49501
0;9;-0.18705;-78.49459
0;9;-0.18722;-78.49417
0;9;-0.18739;-78.49375
0;9;-0.18756;-78.49334
0;9;-0.18773;-78.49292
0;9;-0.1879;-78.4925
0;9;-0.18808;-78.49209
0;9;-0.18825;-78.49167
0;9;-0.18842;-78.49125
0;9;-0.18859;-78.49084
0;9;-0.18876;-78.49042
0;9;-0.18893;-78.49
0;9;-0.1891;-78.48958
0;9;-0.18927;-78.48916
0;9;-0.18944;-78.48875
0;9;-0.18965;-78.48836
0;9;-0.18986;-78.48803
0;9;-0.18942;-78.48792
0;9;-0.18897;-78.48782
0;9;-0.18853;-78.48771
0;9;-0.18808;-78.48761
0;9;-0.18775;-78.48741
0;9;-0.1877;-78.48696
0;9;-0.18766;-78.48651
0;9;-0.18762;-78.48606
0;9;-0.18758;-78.48562
0;9;-0.18754;-78.48516
0;9;-0.18749;-78.48471
0;9;-0.18745;-78.48426
0;9;-0.18741;-78.4838
0;9;-0.18728;-78.48343
0;9;-0.18683;-78.48333
0;9;-0.18639;-78.48322
0;9;-0.18596;-78.48312
0;9;-0.18551;-78.48302
0;9;-0.18507;-78.48291
0;9;-0.18463;-78.48281
0;9;-0.18419;-78.48271
0;9;-0.18375;-78.4826
0;9;-0.18331;-78.4825
0;9;-0.18287;-78.4824
0;9;-0.18243;-78.4823
0;9;-0.18199;-78.48219
0;9;-0.18155;-78.48209
0;9;-0.18154;-78.48171
0;9;-0.18164;-78.48127
0;9;-0.18174;-78.48083
0;9;-0.18184;-78.48039
0;9;-0.18154;-78.48021
0;9;-0.18109;-78.48013
0;9;-0.18065;-78.48004
0;9;-0.18021;-78.47996
0;9;-0.17977;-78.47988
0;10;-0.17991;-78.47999
0;10;-0.18036;-78.48007
0;10;-0.18081;-78.48015
0;10;-0.18125;-78.48023
0;10;-0.1817;-78.48031
0;10;-0.18215;-78.48038
0;10;-0.18265;-78.48047
0;10;-0.1831;-78.48055
0;10;-0.18356;-78.48063
0;10;-0.18402;-78.48071
0;10;-0.18447;-78.48078
0;10;-0.18493;-78.48086
0;10;-0.18528;-78.48113
0;10;-0.18559;-78.48146
0;10;-0.18592;-78.4818
0;10;-0.18624;-78.48214
0;10;-0.18655;-78.48247
0;10;-0.18686;-78.4828
0;10;-0.18719;-78.48312
0;10;-0.18753;-78.48343
0;10;-0.18787;-78.48375
0;10;-0.1882;-78.48406
0;10;-0.18854;-78.48436
0;10;-0.18888;-78.48468
0;10;-0.18921;-78.48499
0;10;-0.18955;-78.48529
0;10;-0.1899;-78.48562
0;10;-0.19023;-78.48592
0;10;-0.1906;-78.48619
0;10;-0.19099;-78.48634
0;10;-0.19141;-78.48619
0;10;-0.19186;-78.48605
0;10;-0.19229;-78.4859
0;10;-0.19272;-78.48576
0;11;-0.19281;-78.48574
0;11;-0.19312;-78.486
0;11;-0.19334;-78.4864
0;11;-0.19356;-78.4868
0;11;-0.19391;-78.48705
0;11;-0.19433;-78.48723
0;11;-0.19475;-78.48732
0;11;-0.19502;-78.48745
0;11;-0.1947;-78.48776
0;11;-0.19451;-78.48816
0;11;-0.19422;-78.48841
0;11;-0.19377;-78.48838
0;11;-0.19332;-78.48835
0;11;-0.19287;-78.48833
0;11;-0.19242;-78.4883
0;11;-0.1922;-78.48839
0;11;-0.19237;-78.48881
0;11;-0.19255;-78.48922
0;11;-0.19272;-78.48964
0;11;-0.19291;-78.49005
0;11;-0.19312;-78.49045
0;11;-0.19333;-78.49085
0;11;-0.19353;-78.49125
0;11;-0.19374;-78.49165
0;11;-0.19395;-78.49205
0;11;-0.19416;-78.49246
0;11;-0.19437;-78.49286
0;11;-0.19458;-78.49326
0;11;-0.19478;-78.49366
0;11;-0.195;-78.49408
0;11;-0.1952;-78.49448
0;11;-0.19549;-78.49481
0;11;-0.19586;-78.49507
0;11;-0.19626;-78.49527
0;11;-0.19669;-78.49542
0;11;-0.19684;-78.49581
0;11;-0.19669;-78.49623
0;11;-0.19653;-78.49667
0;11;-0.1964;-78.4971
0;11;-0.19624;-78.49753
0;11;-0.1961;-78.49795
0;11;-0.19594;-78.49838
0;11;-0.19572;-78.49878
0;11;-0.1955;-78.49918
0;11;-0.1953;-78.49959
0;11;-0.19513;-78.5
0;11;-0.19487;-78.50028
0;11;-0.1945;-78.50002
0;11;-0.19423;-78.50028
0;11;-0.194;-78.50068
0;11;-0.1938;-78.50106
0;11;-0.19339;-78.50087
0;11;-0.19298;-78.50067
0;11;-0.19257;-78.50049
0;11;-0.19214;-78.50032
0;11;-0.19172;-78.50015
0;11;-0.19132;-78.49996
0;11;-0.19091;-78.49976
0;11;-0.1905;-78.49957
0;11;-0.19009;-78.49939
0;11;-0.18967;-78.49921
0;11;-0.18926;-78.49903
0;11;-0.18884;-78.49885
0;11;-0.18843;-78.49866
0;11;-0.18802;-78.49847
0;11;-0.18763;-78.49825
0;11;-0.18725;-78.498
0;11;-0.18686;-78.49775
0;12;-0.18677;-78.49761
0;12;-0.18631;-78.49733
0;12;-0.18627;-78.49648
0;12;-0.18645;-78.49601
0;12;-0.1868;-78.49566
0;12;-0.18629;-78.49534
0;12;-0.18583;-78.49535
0;12;-0.18487;-78.49517
0;12;-0.18411;-78.49504
0;12;-0.18352;-78.49493
0;12;-0.183;-78.49484
0;12;-0.18252;-78.49475
0;12;-0.18166;-78.4946
0;12;-0.18084;-78.49445
0;12;-0.1802;-78.49434
0;12;-0.17965;-78.49424
0;12;-0.17891;-78.49411
0;12;-0.17838;-78.49402
0;12;-0.1776;-78.49388
0;12;-0.17703;-78.49377
0;12;-0.17656;-78.49369
0;12;-0.17564;-78.49353
0;12;-0.17492;-78.4933
0;12;-0.17451;-78.49311
0;12;-0.17398;-78.49286
0;12;-0.17366;-78.4925
0;12;-0.17298;-78.49187
0;12;-0.17242;-78.49136
0;12;-0.17208;-78.49103
0;12;-0.17171;-78.49068
0;12;-0.17129;-78.4903
0;12;-0.17089;-78.4899
0;12;-0.17013;-78.48913
0;12;-0.1696;-78.48856
0;12;-0.16925;-78.4882
0;12;-0.16887;-78.48783
0;12;-0.16848;-78.48743
0;12;-0.168;-78.48668
0;12;-0.16755;-78.48659
0;12;-0.16706;-78.48652
0;12;-0.16659;-78.48664
0;12;-0.16566;-78.48687
0;12;-0.16509;-78.48694
0;12;-0.16453;-78.487
0;12;-0.16393;-78.48706
0;12;-0.16348;-78.48711
0;12;-0.16281;-78.48717
0;12;-0.16228;-78.48722
0;12;-0.16174;-78.48731
0;12;-0.16122;-78.4874
0;12;-0.16076;-78.48748
0;12;-0.16016;-78.48759
0;12;-0.15965;-78.48769
0;12;-0.15899;-78.48783
0;12;-0.15852;-78.48794
0;12;-0.15778;-78.4881
0;12;-0.1573;-78.48821
0;12;-0.15679;-78.48832
0;12;-0.15603;-78.48848
0;12;-0.15558;-78.48858
0;12;-0.15462;-78.48883
0;12;-0.15362;-78.48912
0;12;-0.15285;-78.48935
0;12;-0.15222;-78.48953
0;12;-0.15165;-78.4897
0;12;-0.15122;-78.48983
0;12;-0.15061;-78.49
0;12;-0.14968;-78.49026
0;12;-0.14924;-78.49038
0;12;-0.14876;-78.49051
0;12;-0.14825;-78.49066
0;12;-0.14778;-78.4908
0;12;-0.14694;-78.49105
0;12;-0.14642;-78.4912
0;12;-0.14567;-78.49143
0;12;-0.14464;-78.49175
0;12;-0.14419;-78.49189
0;12;-0.14361;-78.49202
0;12;-0.14304;-78.49214
0;12;-0.14248;-78.49225
0;12;-0.14198;-78.49235
0;12;-0.14143;-78.49245
0;12;-0.14071;-78.49258
0;12;-0.1396;-78.49282
0;12;-0.13915;-78.49292
0;12;-0.13855;-78.49304
0;12;-0.13781;-78.49321
0;12;-0.13703;-78.49338
0;12;-0.13653;-78.49348
0;12;-0.13608;-78.49358
0;12;-0.1356;-78.49366
0;12;-0.135;-78.49372
0;12;-0.134;-78.49381
0;12;-0.13341;-78.49386
0;12;-0.13255;-78.49393
0;12;-0.13206;-78.49395
0;12;-0.13161;-78.49397
0;12;-0.13007;-78.49395
0;12;-0.12954;-78.49395
0;12;-0.12938;-78.49441
0;13;-0.18681;-78.49763
0;13;-0.18641;-78.49742
0;13;-0.18606;-78.49716
0;13;-0.18623;-78.49674
0;13;-0.1864;-78.49632
0;13;-0.18657;-78.49591
0;13;-0.18678;-78.49551
0;13;-0.18697;-78.49509
0;13;-0.18716;-78.49468
0;13;-0.18735;-78.49426
0;13;-0.18755;-78.49386
0;13;-0.18776;-78.49346
0;13;-0.18797;-78.49306
0;13;-0.18818;-78.49266
0;13;-0.18839;-78.49226
0;13;-0.18856;-78.49184
0;13;-0.18872;-78.49142
0;13;-0.18888;-78.491
0;13;-0.18906;-78.49058
0;13;-0.18923;-78.49016
0;13;-0.18941;-78.48974
0;13;-0.18958;-78.48933
0;13;-0.18976;-78.4889
0;13;-0.18994;-78.48849
0;13;-0.19018;-78.48819
0;13;-0.19063;-78.48826
0;13;-0.19107;-78.48833
0;13;-0.19152;-78.48839
0;13;-0.19197;-78.48846
0;13;-0.19235;-78.48852
0;13;-0.19214;-78.48811
0;13;-0.19194;-78.48771
0;13;-0.19173;-78.48731
0;13;-0.19153;-78.4869
0;13;-0.19133;-78.4865
0;13;-0.19113;-78.4861
0;13;-0.19092;-78.4857
0;13;-0.19068;-78.48531
0;13;-0.19044;-78.48492
0;13;-0.1902;-78.48453
0;13;-0.18996;-78.48415
0;13;-0.18971;-78.48378
0;13;-0.18946;-78.4834
0;13;-0.1892;-78.48303
0;13;-0.18895;-78.48266
0;13;-0.18869;-78.48229
0;13;-0.18844;-78.48191
0;13;-0.18818;-78.48154
0;13;-0.18794;-78.48115
0;13;-0.18771;-78.48075
0;13;-0.18749;-78.48034
0;13;-0.18727;-78.47994
0;13;-0.18705;-78.47955
0;13;-0.18681;-78.47917
0;13;-0.18656;-78.47879
0;13;-0.18631;-78.4784
0;13;-0.18607;-78.47802
0;13;-0.18573;-78.47771
0;13;-0.18538;-78.47742
0;13;-0.18504;-78.47713
0;13;-0.18469;-78.47684
0;13;-0.18434;-78.47655
0;13;-0.18395;-78.4763
0;13;-0.18354;-78.47608
0;13;-0.18315;-78.47586
0;13;-0.18273;-78.47567
0;13;-0.1823;-78.47553
0;13;-0.18187;-78.4754
0;13;-0.18146;-78.47521
