id;wkt
point-raw-joinedC01-RO01;LINESTRING(-78.49014402 -0.15619796,-78.49125016 -0.1564346,-78.49125016 -0.1564346,-78.49121423 -0.156499,-78.49119627 -0.1565151,-78.49119627 -0.1565151,-78.49100762 -0.15700859,-78.49082796 -0.15750981,-78.49053151 -0.1583544,-78.49034287 -0.1588209,-78.49028897 -0.1590831,-78.49025303 -0.1592213,-78.49006439 -0.15978731,-78.49004642 -0.1598558,-78.48993862 -0.16081021,-78.48993862 -0.16169799,-78.48980388 -0.1623848,-78.48948947 -0.1633944,-78.48912116 -0.16571569,-78.48912116 -0.16571569,-78.48838454 -0.1657046,-78.48771979 -0.16567641,-78.48763894 -0.1656729,-78.487073 -0.1656509,-78.487073 -0.1656509,-78.48704605 -0.16624099,-78.48704605 -0.16624099,-78.48703707 -0.166623,-78.48703707 -0.166623,-78.48709096 -0.1666838,-78.48736046 -0.1680174,-78.48736046 -0.1681006,-78.48737843 -0.16813139,-78.48637231 -0.165312,-78.48637231 -0.165312,-78.48675859 -0.1685413,-78.48675859 -0.1685413,-78.48661486 -0.16862731,-78.48644418 -0.16901449,-78.48644418 -0.16901449,-78.48585129 -0.1691034,-78.48516857 -0.16923441,-78.48447687 -0.16939391,-78.48447687 -0.16939391,-78.48436009 -0.1694138,-78.48361448 -0.16955801,-78.48288685 -0.1696993,-78.48262634 -0.16974779,-78.48153039 -0.169971,-78.48059614 -0.17017081,-78.47988648 -0.1703102,-78.47988648 -0.1703102,-78.48007512 -0.1713473,-78.48038055 -0.17300029,-78.48062309 -0.1743608,-78.48070394 -0.1747672,-78.48083869 -0.1755626,-78.48094649 -0.1763081,-78.48101835 -0.176626,-78.48106327 -0.17686489,-78.48113513 -0.17714481,-78.48156633 -0.17950229,-78.4817909 -0.18073189,-78.48190769 -0.18143591,-78.48192565 -0.1815243,-78.48227599 -0.1835245,-78.48240176 -0.1842086,-78.48267125 -0.1857765);C01-RO01
point-raw-joinedC01-RO02;LINESTRING(-78.48311875 -0.18592298,-78.48270719 -0.1860068,-78.48270719 -0.1860068,-78.48286888 -0.1869422,-78.48301261 -0.1876832,-78.48301261 -0.1876832,-78.48282397 -0.1876884,-78.48282397 -0.1876884,-78.48250057 -0.18781641,-78.48207778 -0.18843688);C01-RO02
point-raw-joinedC01-RO03;LINESTRING(-78.49030039 -0.15623141,-78.49125016 -0.1564346,-78.49125016 -0.1564346,-78.49121423 -0.156499,-78.49119627 -0.1565151,-78.49119627 -0.1565151,-78.49100762 -0.15700859,-78.49082796 -0.15750981,-78.49053151 -0.1583544,-78.49034287 -0.1588209,-78.49028897 -0.1590831,-78.49025303 -0.1592213,-78.49006439 -0.15978731,-78.49004642 -0.1598558,-78.48993862 -0.16081021,-78.48993862 -0.16169799,-78.48980388 -0.1623848,-78.48948947 -0.1633944,-78.48912116 -0.16571569,-78.48912116 -0.16571569,-78.48838454 -0.1657046,-78.48771979 -0.16567641,-78.48763894 -0.1656729,-78.487073 -0.1656509,-78.487073 -0.1656509,-78.48704605 -0.16624099,-78.48704605 -0.16624099,-78.48703707 -0.166623,-78.48703707 -0.166623,-78.48709096 -0.1666838,-78.48736046 -0.1680174,-78.48736046 -0.1681006,-78.48737843 -0.16813139,-78.48637231 -0.165312,-78.48637231 -0.165312,-78.48675859 -0.1685413,-78.48675859 -0.1685413,-78.48661486 -0.16862731,-78.48644418 -0.16901449,-78.48644418 -0.16901449,-78.48585129 -0.1691034,-78.48516857 -0.16923441,-78.48447687 -0.16939391,-78.48447687 -0.16939391,-78.48436009 -0.1694138,-78.48361448 -0.16955801,-78.48288685 -0.1696993,-78.48262634 -0.16974779,-78.48153039 -0.169971,-78.48059614 -0.17017081,-78.47988648 -0.1703102,-78.47978766 -0.1703327,-78.47828747 -0.1706131,-78.47696695 -0.1708721,-78.47676034 -0.17093341,-78.47676034 -0.17093341,-78.47641 -0.1709945,-78.47631118 -0.1710131,-78.47626627 -0.1710209,-78.47621237 -0.1710302,-78.47617643 -0.17103561,-78.47604169 -0.17106059,-78.47567338 -0.1711263,-78.47567338 -0.1711263,-78.47495472 -0.17127561,-78.47438879 -0.1713996,-78.47381386 -0.1715217,-78.47257419 -0.17177299,-78.47197232 -0.1718759,-78.47196333 -0.1718792,-78.47189147 -0.1718986,-78.47171181 -0.1720138,-78.47158604 -0.1721126,-78.47120875 -0.17266631,-78.47120875 -0.17266631,-78.47114587 -0.1728326,-78.47067874 -0.1734525,-78.47049908 -0.17381379,-78.47067874 -0.1743862,-78.47067874 -0.1743862,-78.47166689 -0.1771939,-78.47166689 -0.1771939,-78.47188249 -0.1778906,-78.47258317 -0.17991039,-78.47258317 -0.17991039,-78.4720352 -0.18008771,-78.47173876 -0.1798842,-78.47088536 -0.1791077,-78.47047213 -0.17872891,-78.47013077 -0.1786633,-78.46832659 -0.17862736);C01-RO03
point-raw-joinedC01-RO04;LINESTRING(-78.49043631 -0.15626049,-78.49125016 -0.1564346,-78.49125016 -0.1564346,-78.49121423 -0.156499,-78.49119627 -0.1565151,-78.49119627 -0.1565151,-78.49100762 -0.15700859,-78.49082796 -0.15750981,-78.49053151 -0.1583544,-78.49034287 -0.1588209,-78.49028897 -0.1590831,-78.49025303 -0.1592213,-78.49006439 -0.15978731,-78.49004642 -0.1598558,-78.48993862 -0.16081021,-78.48993862 -0.16169799,-78.48980388 -0.1623848,-78.48948947 -0.1633944,-78.48912116 -0.16571569,-78.48912116 -0.16571569,-78.48838454 -0.1657046,-78.48771979 -0.16567641,-78.48763894 -0.1656729,-78.487073 -0.1656509,-78.487073 -0.1656509,-78.48704605 -0.16624099,-78.48704605 -0.16624099,-78.48703707 -0.166623,-78.48703707 -0.166623,-78.48709096 -0.1666838,-78.48736046 -0.1680174,-78.48736046 -0.1681006,-78.48737843 -0.16813139,-78.48637231 -0.165312,-78.48637231 -0.165312,-78.48675859 -0.1685413,-78.48675859 -0.1685413,-78.48661486 -0.16862731,-78.48644418 -0.16901449,-78.48644418 -0.16901449,-78.48585129 -0.1691034,-78.48516857 -0.16923441,-78.48447687 -0.16939391,-78.48447687 -0.16939391,-78.48465653 -0.1704442,-78.48489908 -0.1716805,-78.48513264 -0.1730467,-78.48540213 -0.1746745,-78.48555485 -0.17543589,-78.48570756 -0.1763141,-78.48589621 -0.1774483,-78.48590519 -0.17746801,-78.48599502 -0.1779786,-78.48646214 -0.1806349,-78.48660587 -0.18154179,-78.48664181 -0.18172589,-78.48683944 -0.18280301,-78.48692927 -0.18333561,-78.48702808 -0.18387951,-78.48714486 -0.18448801,-78.48721673 -0.18502169,-78.48733351 -0.1856683,-78.48743232 -0.1861942,-78.48753114 -0.18688541,-78.48761199 -0.1875053,-78.48764792 -0.1877264,-78.4878725 -0.1887667,-78.48815098 -0.1900112,-78.48835759 -0.1912689,-78.48850132 -0.1921743,-78.48854624 -0.19261421,-78.48851929 -0.1947771,-78.48868098 -0.1952918,-78.4895793 -0.19692131,-78.4895793 -0.19692131,-78.48974099 -0.19724759,-78.48992964 -0.19763371,-78.48992964 -0.19763371,-78.49036982 -0.19860971,-78.49051355 -0.1989134,-78.49063931 -0.1994384,-78.49063931 -0.1994384,-78.49089084 -0.20022789,-78.49089084 -0.20022789,-78.49092677 -0.2003265,-78.4912861 -0.2010256,-78.49157356 -0.20120459,-78.49205865 -0.20148681,-78.49248984 -0.2017547,-78.49293001 -0.202012,-78.49396308 -0.2026002,-78.49434037 -0.20317021,-78.49471766 -0.2038239,-78.4951758 -0.2046211,-78.49564293 -0.20540551,-78.49598429 -0.2059985,-78.49610107 -0.20615251,-78.49658616 -0.2069545,-78.49702633 -0.2077556,-78.49702633 -0.2077556,-78.49710718 -0.2079229,-78.49710718 -0.2079229,-78.49609208 -0.20850261,-78.49609208 -0.20850261,-78.49599327 -0.2087128,-78.49595734 -0.2088237,-78.49599327 -0.2089648,-78.49599327 -0.2089648,-78.49822109 -0.2110008,-78.49822109 -0.2110008,-78.49857143 -0.21089211,-78.49908347 -0.21082051,-78.49966738 -0.21089049);C01-RO04
point-raw-joinedC02-RO01;LINESTRING(-78.48550095 -0.21967969,-78.4854201 -0.2191046,-78.48533027 -0.21852021,-78.48524043 -0.2179451,-78.4851506 -0.2173516,-78.48521349 -0.21720461,-78.48521349 -0.21720461,-78.48482721 -0.2164225,-78.48504281 -0.21616501,-78.48541111 -0.21573591,-78.48568061 -0.21584481,-78.48612977 -0.21621169,-78.48659689 -0.2167078,-78.48684842 -0.21697829,-78.48684842 -0.21697829,-78.4870191 -0.2169085,-78.48701012 -0.21679589,-78.48665977 -0.21641609,-78.48650706 -0.2161816,-78.48648909 -0.2160128,-78.48640824 -0.2158319,-78.4861118 -0.2154642,-78.48586027 -0.2150843,-78.48522247 -0.2145919,-78.48489009 -0.2142707,-78.48476433 -0.21410619,-78.48476433 -0.21410619,-78.48460263 -0.21373031,-78.48458466 -0.21346799,-78.48461161 -0.21340109,-78.48461161 -0.21340109,-78.4853123 -0.2127006,-78.4853123 -0.2127006,-78.48470145 -0.212558,-78.48453077 -0.2124792,-78.48453077 -0.2124792,-78.48523145 -0.211359,-78.48587824 -0.21070769,-78.48678554 -0.20987211,-78.48678554 -0.20987211,-78.48572553 -0.20851169,-78.48572553 -0.20851169,-78.48619265 -0.20815419,-78.48619265 -0.20815419,-78.48626451 -0.20814,-78.487073 -0.2074513,-78.487073 -0.2074513,-78.48703707 -0.2074127,-78.48683045 -0.2072744,-78.48629146 -0.2068796,-78.48618367 -0.2068021,-78.48556383 -0.2063761,-78.48458466 -0.2058474,-78.48458466 -0.2058474,-78.48462958 -0.2058025,-78.48529433 -0.20505431,-78.48529433 -0.20505431,-78.484405 -0.2045529,-78.48304855 -0.20381569,-78.48304855 -0.20381569,-78.48297668 -0.2038552,-78.48286888 -0.2038674,-78.48277007 -0.20383069,-78.48271617 -0.2037766,-78.48268922 -0.2037216,-78.48268024 -0.2036451,-78.48268922 -0.2035759,-78.4827521 -0.20348111,-78.48281498 -0.2034397,-78.48287787 -0.20342389,-78.48287787 -0.20342389,-78.4829677 -0.20255571,-78.48290482 -0.2016911,-78.48282397 -0.2008328,-78.4827521 -0.2004528,-78.48265329 -0.1999813,-78.48263532 -0.1998898,-78.48249159 -0.1993162,-78.48230294 -0.1988648,-78.48209633 -0.1983902,-78.48194362 -0.1979418,-78.48194362 -0.1979418,-78.48190769 -0.19758779,-78.48193463 -0.1975351,-78.48208735 -0.19746591,-78.48208735 -0.19746591,-78.48265329 -0.1973316,-78.48341685 -0.197083,-78.48345279 -0.19705689,-78.48345279 -0.19705689,-78.48353364 -0.1968966,-78.48407263 -0.19568631,-78.48407263 -0.19568631,-78.48412652 -0.1955743,-78.48412652 -0.1955743,-78.48500687 -0.1936587,-78.48533027 -0.1929234,-78.48585129 -0.1915957,-78.4859501 -0.1913274,-78.48604892 -0.1911015,-78.48609383 -0.1910099,-78.4861657 -0.19083661,-78.4861657 -0.19083661,-78.48619265 -0.1907776,-78.48624655 -0.19064891,-78.48630045 -0.1905255,-78.48751317 -0.18773059,-78.48751317 -0.18773059,-78.48742334 -0.1871845,-78.48737843 -0.1869089,-78.48671367 -0.1829336,-78.48671367 -0.1829336,-78.48648011 -0.18165621,-78.48645316 -0.18149011,-78.48643022 -0.18135962);C02-RO01
point-raw-joinedC02-RO02;LINESTRING(-78.48660587 -0.18154179,-78.48664181 -0.18172589,-78.48683944 -0.18280301,-78.48692927 -0.18333561,-78.48702808 -0.18387951,-78.48714486 -0.18448801,-78.48721673 -0.18502169,-78.48733351 -0.1856683,-78.48743232 -0.1861942,-78.48753114 -0.18688541,-78.48761199 -0.1875053,-78.48764792 -0.1877264,-78.4878725 -0.1887667,-78.48815098 -0.1900112,-78.48835759 -0.1912689,-78.48850132 -0.1921743,-78.48854624 -0.19261421,-78.48851929 -0.1947771,-78.48868098 -0.1952918,-78.4895793 -0.19692131,-78.4895793 -0.19692131,-78.48974099 -0.19724759,-78.48992964 -0.19763371,-78.48992964 -0.19763371,-78.49036982 -0.19860971,-78.49051355 -0.1989134,-78.49063931 -0.1994384,-78.49063931 -0.1994384,-78.49089084 -0.20022789,-78.49089084 -0.20022789,-78.49092677 -0.2003265,-78.4912861 -0.2010256,-78.49157356 -0.20120459,-78.49205865 -0.20148681,-78.49248984 -0.2017547,-78.49293001 -0.202012,-78.49293001 -0.202012,-78.49241797 -0.20273211,-78.49185204 -0.2034763,-78.49185204 -0.2034763,-78.49134 -0.20420011,-78.49087287 -0.2048525,-78.49082796 -0.2049237,-78.49077406 -0.20500139,-78.49025303 -0.2057432,-78.48999252 -0.20613081,-78.48969608 -0.2065607,-78.48913912 -0.20734089,-78.48909421 -0.20740619,-78.48909421 -0.20740619,-78.48802521 -0.20675331,-78.48802521 -0.20675331,-78.4871269 -0.2074159,-78.487073 -0.2074513,-78.48626451 -0.20814,-78.48619265 -0.20815419,-78.48619265 -0.20815419,-78.48703707 -0.2074127,-78.48709096 -0.2073731,-78.48709096 -0.2073731,-78.4871269 -0.2074159,-78.48886963 -0.20856391,-78.48886963 -0.20856391,-78.48894149 -0.20861419,-78.48894149 -0.20861419,-78.48885166 -0.2086759,-78.48807911 -0.2093826,-78.48802521 -0.2094769,-78.48802521 -0.2094769,-78.48824979 -0.209675,-78.48824979 -0.209675,-78.48855522 -0.20982721,-78.48931879 -0.21008689,-78.48931879 -0.21008689,-78.48980388 -0.21031489,-78.49001947 -0.210559,-78.49024405 -0.21070109,-78.49027998 -0.2108486,-78.48971405 -0.2115111,-78.48979489 -0.21162649,-78.49001947 -0.21184911,-78.49030693 -0.212128,-78.49042371 -0.2124016,-78.49045965 -0.2126645,-78.49045965 -0.2126645,-78.49158254 -0.21255689,-78.49158254 -0.21255689,-78.49169034 -0.21259311,-78.4919778 -0.2129628,-78.49199577 -0.21304859,-78.49199577 -0.21304859,-78.49144779 -0.2137101,-78.49126813 -0.21396031,-78.49114237 -0.21437749,-78.49086389 -0.215287,-78.49086389 -0.215287,-78.49076507 -0.21543301,-78.4904866 -0.2155098,-78.49026202 -0.2155673,-78.48971405 -0.21570431,-78.48992066 -0.21609419,-78.48992066 -0.21609419,-78.48919302 -0.2162894,-78.48881573 -0.2163803,-78.48820488 -0.21651229,-78.48701012 -0.21679589,-78.48701012 -0.21679589,-78.4870191 -0.2169085,-78.48684842 -0.21697829,-78.48684842 -0.21697829,-78.48659689 -0.2167078,-78.48612977 -0.21621169,-78.48568061 -0.21584481,-78.48541111 -0.21573591,-78.48504281 -0.21616501,-78.48482721 -0.2164225,-78.48521349 -0.21720461,-78.48521349 -0.21720461,-78.4851506 -0.2173516,-78.48524043 -0.2179451,-78.48533027 -0.21852021,-78.4854201 -0.2191046,-78.48550095 -0.21967969,-78.48550095 -0.21967969,-78.48542784 -0.2197033);C02-RO02
point-raw-joinedC02-RO03;LINESTRING(-78.4854754 -0.21949799,-78.4854201 -0.2191046,-78.48533027 -0.21852021,-78.48524043 -0.2179451,-78.4851506 -0.2173516,-78.48521349 -0.21720461,-78.48521349 -0.21720461,-78.48482721 -0.2164225,-78.48504281 -0.21616501,-78.48541111 -0.21573591,-78.48568061 -0.21584481,-78.48612977 -0.21621169,-78.48659689 -0.2167078,-78.48684842 -0.21697829,-78.48684842 -0.21697829,-78.4870191 -0.2169085,-78.48701012 -0.21679589,-78.48665977 -0.21641609,-78.48650706 -0.2161816,-78.48648909 -0.2160128,-78.48640824 -0.2158319,-78.4861118 -0.2154642,-78.48586027 -0.2150843,-78.48522247 -0.2145919,-78.48489009 -0.2142707,-78.48476433 -0.21410619,-78.48476433 -0.21410619,-78.48460263 -0.21373031,-78.48458466 -0.21346799,-78.48461161 -0.21340109,-78.48461161 -0.21340109,-78.4853123 -0.2127006,-78.4853123 -0.2127006,-78.48470145 -0.212558,-78.48453077 -0.2124792,-78.48453077 -0.2124792,-78.48523145 -0.211359,-78.48587824 -0.21070769,-78.48678554 -0.20987211,-78.48678554 -0.20987211,-78.48572553 -0.20851169,-78.48572553 -0.20851169,-78.48619265 -0.20815419,-78.48703707 -0.2074127,-78.48703707 -0.2074127,-78.48683045 -0.2072744,-78.48629146 -0.2068796,-78.48618367 -0.2068021,-78.48556383 -0.2063761,-78.48458466 -0.2058474,-78.48458466 -0.2058474,-78.48462958 -0.2058025,-78.48529433 -0.20505431,-78.48540213 -0.20495841,-78.4860579 -0.2043219,-78.48660587 -0.20374979,-78.48727961 -0.2031075,-78.48732453 -0.2030608,-78.48736944 -0.2030142,-78.48766589 -0.2025848,-78.48841149 -0.2022679,-78.48926489 -0.2018708,-78.49047761 -0.2013559,-78.49047761 -0.2013559,-78.4901632 -0.20064691,-78.49011829 -0.20055109,-78.49011829 -0.20055109,-78.49089084 -0.20022789,-78.49089084 -0.20022789,-78.49063931 -0.1994384,-78.49063931 -0.1994384,-78.4904327 -0.1989587,-78.49028897 -0.19866661,-78.48994761 -0.19787571,-78.48983981 -0.1976692,-78.48983981 -0.1976692,-78.48978591 -0.1975619,-78.48966913 -0.1973333,-78.4894715 -0.1969138,-78.48857318 -0.195364,-78.48838454 -0.1947975,-78.48841149 -0.1933558,-78.48841149 -0.19246541,-78.48838454 -0.1922592,-78.48834861 -0.19192611,-78.48823182 -0.1912795,-78.48774673 -0.1887774,-78.48754911 -0.18793569,-78.48751317 -0.18773059,-78.48742334 -0.1871845,-78.48737843 -0.1869089,-78.48671367 -0.1829336,-78.48671367 -0.1829336,-78.48648011 -0.18165621,-78.48645316 -0.18149011,-78.48595909 -0.1786798,-78.48584231 -0.17799561,-78.48576146 -0.1774896,-78.48575247 -0.17746239,-78.48574349 -0.1774007,-78.48559078 -0.17651801,-78.48557281 -0.17639881,-78.48542908 -0.17546749,-78.4852584 -0.174699,-78.48498891 -0.17306249,-78.48478229 -0.1716866,-78.48446788 -0.17001571,-78.48436009 -0.1694138,-78.48434212 -0.1693236,-78.48434212 -0.1693236,-78.48426127 -0.1689178,-78.48417144 -0.16843921,-78.48410856 -0.1680569,-78.48394686 -0.1671985,-78.48383906 -0.16662771,-78.48346177 -0.1643598,-78.48346177 -0.1643598,-78.48342584 -0.1641854,-78.48318329 -0.16284439,-78.48303956 -0.16203351,-78.48303956 -0.16203351,-78.48276108 -0.16066341,-78.48277007 -0.1604838,-78.48285092 -0.16022731,-78.48321923 -0.1595851,-78.48340787 -0.1592572,-78.4834977 -0.15909791,-78.48354262 -0.15900771,-78.48354262 -0.15900771,-78.48361448 -0.158878,-78.48361448 -0.158878,-78.48374025 -0.1589536,-78.48374025 -0.1589536,-78.48518654 -0.15994679,-78.48540213 -0.1600903,-78.48551891 -0.16018,-78.48563569 -0.1602712,-78.48603994 -0.16051991,-78.48729758 -0.1613889,-78.48729758 -0.1613889,-78.48752216 -0.1602868,-78.48762995 -0.15976639,-78.48788148 -0.1586041,-78.48824081 -0.15688931,-78.48833064 -0.15645831,-78.48844742 -0.15595531,-78.48848335 -0.15580551,-78.48848335 -0.15580551,-78.48848335 -0.1557618,-78.4885642 -0.1554332,-78.48879776 -0.15467619,-78.48900438 -0.15405169,-78.48920201 -0.1533496,-78.48942658 -0.1526462,-78.48950743 -0.1523672,-78.48970506 -0.1516962,-78.49004642 -0.15045179,-78.49011829 -0.15016649,-78.49026202 -0.149703,-78.49039676 -0.14914529,-78.49066626 -0.14818491,-78.49091779 -0.14724129,-78.49116033 -0.146511,-78.49126813 -0.1461852,-78.49154661 -0.1452544,-78.49160949 -0.1450678,-78.49199577 -0.1438547,-78.49200475 -0.1438156,-78.4921934 -0.1428141,-78.49222034 -0.1426534,-78.49229221 -0.1422095,-78.49242696 -0.1416731,-78.49244492 -0.1415485,-78.49270543 -0.1402734,-78.49297493 -0.1389388,-78.49301985 -0.1387417,-78.49355883 -0.1359523,-78.49359477 -0.1357904,-78.49359477 -0.1357904,-78.49377443 -0.135833,-78.49706226 -0.1366387,-78.49706226 -0.1366387,-78.49748447 -0.1343899,-78.49760125 -0.133779,-78.49761024 -0.1336376);C02-RO03
point-raw-joinedC02-RO04;LINESTRING(-78.47742929 -0.17513919,-78.47771255 -0.17616851,-78.4777934 -0.1764769,-78.4777934 -0.1764769,-78.47788323 -0.17666381,-78.47797306 -0.1767695,-78.47808985 -0.17684721,-78.47808985 -0.17684721,-78.47815273 -0.17687321,-78.47822459 -0.17690881,-78.47832341 -0.1769848,-78.47834137 -0.1771018,-78.47834137 -0.1772372,-78.47827849 -0.17739519,-78.47827849 -0.17739519,-78.47817069 -0.17750731,-78.47812578 -0.1775754,-78.47810781 -0.17769601,-78.47817968 -0.17819009,-78.47831442 -0.17892209,-78.47853002 -0.18030511,-78.4785929 -0.180777,-78.47865578 -0.18127541,-78.47876358 -0.1819947,-78.47877256 -0.1821221,-78.47877256 -0.1821221,-78.47879053 -0.1822812,-78.4788085 -0.1824167,-78.47902409 -0.1840712,-78.4793385 -0.1858736,-78.47943732 -0.1865424,-78.47951817 -0.18690009,-78.479608 -0.18708319,-78.4797158 -0.1873793,-78.48044343 -0.1888972,-78.48082072 -0.1895835,-78.48113513 -0.18990199,-78.48150344 -0.1902942,-78.48167412 -0.1904664,-78.48181785 -0.19072549,-78.48181785 -0.19072549,-78.4819526 -0.1909873,-78.48188972 -0.19119819,-78.48183582 -0.19131861,-78.48130581 -0.1915862,-78.48130581 -0.1915862,-78.48121598 -0.19172611,-78.48119802 -0.1918863,-78.48134175 -0.19230131,-78.48182684 -0.19364911,-78.48210531 -0.1942158,-78.48278803 -0.1955754,-78.48341685 -0.1968812,-78.48352465 -0.1970869,-78.48358753 -0.19720961,-78.48375821 -0.19755619,-78.48398279 -0.1979707,-78.48409059 -0.19818031,-78.4843511 -0.1986602,-78.48439602 -0.19875589,-78.48439602 -0.19875589,-78.48507874 -0.2000233,-78.48568959 -0.201241,-78.48647113 -0.20211061,-78.48653401 -0.2021811,-78.48717181 -0.2028504,-78.48736944 -0.2030142,-78.48804318 -0.2034053,-78.48843844 -0.2036135,-78.48892353 -0.2038657,-78.48945353 -0.2041321,-78.48998354 -0.2043973,-78.49041473 -0.20458199,-78.49087287 -0.2048525,-78.49087287 -0.2048525,-78.49082796 -0.2049237,-78.49077406 -0.20500139,-78.49025303 -0.2057432,-78.48999252 -0.20613081,-78.48969608 -0.2065607,-78.48913912 -0.20734089,-78.48909421 -0.20740619,-78.48909421 -0.20740619,-78.48802521 -0.20675331,-78.48802521 -0.20675331,-78.4871269 -0.2074159,-78.487073 -0.2074513,-78.48626451 -0.20814,-78.48619265 -0.20815419,-78.48619265 -0.20815419,-78.48703707 -0.2074127,-78.48709096 -0.2073731,-78.48709096 -0.2073731,-78.4871269 -0.2074159,-78.48886963 -0.20856391,-78.48886963 -0.20856391,-78.48894149 -0.20861419,-78.48894149 -0.20861419,-78.48885166 -0.2086759,-78.48807911 -0.2093826,-78.48802521 -0.2094769,-78.48802521 -0.2094769,-78.48824979 -0.209675,-78.48824979 -0.209675,-78.48855522 -0.20982721,-78.48931879 -0.21008689,-78.48931879 -0.21008689,-78.48980388 -0.21031489,-78.49001947 -0.210559,-78.49024405 -0.21070109,-78.49027998 -0.2108486,-78.48971405 -0.2115111,-78.48979489 -0.21162649,-78.49001947 -0.21184911,-78.49030693 -0.212128,-78.49042371 -0.2124016,-78.49045965 -0.2126645,-78.49045965 -0.2126645,-78.49158254 -0.21255689,-78.49158254 -0.21255689,-78.49169034 -0.21259311,-78.4919778 -0.2129628,-78.49199577 -0.21304859,-78.49199577 -0.21304859,-78.49144779 -0.2137101,-78.49126813 -0.21396031,-78.49114237 -0.21437749,-78.49086389 -0.215287,-78.49086389 -0.215287,-78.49076507 -0.21543301,-78.4904866 -0.2155098,-78.49026202 -0.2155673,-78.48971405 -0.21570431,-78.48992066 -0.21609419,-78.48992066 -0.21609419,-78.48919302 -0.2162894,-78.48881573 -0.2163803,-78.48820488 -0.21651229,-78.48701012 -0.21679589,-78.48701012 -0.21679589,-78.4870191 -0.2169085,-78.48684842 -0.21697829,-78.48684842 -0.21697829,-78.48659689 -0.2167078,-78.48612977 -0.21621169,-78.48568061 -0.21584481,-78.48541111 -0.21573591,-78.48504281 -0.21616501,-78.48482721 -0.2164225,-78.48521349 -0.21720461,-78.48521349 -0.21720461,-78.4851506 -0.2173516,-78.48524043 -0.2179451,-78.48533027 -0.21852021,-78.4854201 -0.2191046,-78.48548072 -0.21953584);C02-RO04
point-raw-joinedC02-RO05;LINESTRING(-78.4854201 -0.2191046,-78.4854201 -0.2191046,-78.4854201 -0.2191046,-78.48533027 -0.21852021,-78.48524043 -0.2179451,-78.4851506 -0.2173516,-78.48521349 -0.21720461,-78.48521349 -0.21720461,-78.48482721 -0.2164225,-78.48504281 -0.21616501,-78.48541111 -0.21573591,-78.48568061 -0.21584481,-78.48612977 -0.21621169,-78.48659689 -0.2167078,-78.48684842 -0.21697829,-78.48684842 -0.21697829,-78.4870191 -0.2169085,-78.48701012 -0.21679589,-78.48665977 -0.21641609,-78.48650706 -0.2161816,-78.48648909 -0.2160128,-78.48640824 -0.2158319,-78.4861118 -0.2154642,-78.48586027 -0.2150843,-78.48522247 -0.2145919,-78.48489009 -0.2142707,-78.48476433 -0.21410619,-78.48476433 -0.21410619,-78.48460263 -0.21373031,-78.48458466 -0.21346799,-78.48461161 -0.21340109,-78.48461161 -0.21340109,-78.4853123 -0.2127006,-78.4853123 -0.2127006,-78.48470145 -0.212558,-78.48453077 -0.2124792,-78.48453077 -0.2124792,-78.48523145 -0.211359,-78.48587824 -0.21070769,-78.48678554 -0.20987211,-78.48678554 -0.20987211,-78.48572553 -0.20851169,-78.48572553 -0.20851169,-78.48619265 -0.20815419,-78.48703707 -0.2074127,-78.48703707 -0.2074127,-78.48683045 -0.2072744,-78.48629146 -0.2068796,-78.48618367 -0.2068021,-78.48556383 -0.2063761,-78.48458466 -0.2058474,-78.48458466 -0.2058474,-78.48462958 -0.2058025,-78.48529433 -0.20505431,-78.48540213 -0.20495841,-78.4860579 -0.2043219,-78.48660587 -0.20374979,-78.48727961 -0.2031075,-78.48732453 -0.2030608,-78.48736944 -0.2030142,-78.48766589 -0.2025848,-78.48841149 -0.2022679,-78.48926489 -0.2018708,-78.49047761 -0.2013559,-78.4912861 -0.2010256,-78.4912861 -0.2010256,-78.49157356 -0.20120459,-78.49205865 -0.20148681,-78.49248984 -0.2017547,-78.49293001 -0.202012,-78.49396308 -0.2026002,-78.49434037 -0.20317021,-78.49471766 -0.2038239,-78.4951758 -0.2046211,-78.49564293 -0.20540551,-78.49598429 -0.2059985,-78.49610107 -0.20615251,-78.49658616 -0.2069545,-78.49702633 -0.2077556,-78.49702633 -0.2077556,-78.49710718 -0.2079229,-78.49710718 -0.2079229,-78.49609208 -0.20850261,-78.49609208 -0.20850261,-78.49599327 -0.2087128,-78.49595734 -0.2088237,-78.49599327 -0.2089648,-78.49599327 -0.2089648,-78.49822109 -0.2110008,-78.49831092 -0.211092,-78.49851753 -0.2113763,-78.49855347 -0.21148499,-78.49855347 -0.21148499,-78.49871516 -0.21164671,-78.49918229 -0.21216971,-78.49934398 -0.2123223,-78.49999976 -0.21293571,-78.49999976 -0.21293571,-78.50047586 -0.21343039,-78.50047586 -0.21343039,-78.50103282 -0.21400659,-78.50103282 -0.21400659,-78.50070942 -0.2143227,-78.50068247 -0.2143692,-78.50048485 -0.2145969,-78.50039501 -0.2147901,-78.50039501 -0.2147901,-78.50049383 -0.21486279,-78.50056569 -0.2149108,-78.50388048 -0.2162828,-78.50412302 -0.21636449,-78.50412302 -0.21636449,-78.50412302 -0.21636449);C02-RO05
